time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,43.06,0
3,0.00,0.00,0.00,0.00,54.43,7
5,0.00,0.00,0.00,0.00,62.75,7
7,0.00,0.00,0.00,0.00,59.12,7
9,0.00,0.00,0.00,0.00,61.99,7
11,0.00,0.00,0.00,0.00,58.01,7
13,0.00,0.00,0.00,0.00,53.88,3
15,0.00,0.00,0.00,0.00,52.15,3
17,0.00,0.00,0.30,1.65,50.03,3
19,0.93,3.71,0.31,3.65,46.80,3
21,1.23,4.04,0.71,5.65,44.53,3
23,3.22,5.15,1.21,7.65,42.30,2
25,3.55,5.24,1.77,9.65,41.42,2
27,3.16,8.59,2.79,11.65,40.21,2
29,5.27,11.20,2.38,13.65,38.54,2
31,8.68,14.40,2.86,15.65,36.93,2
33,10.09,17.17,4.08,17.65,31.67,4
35,10.08,17.14,5.17,19.65,30.74,4
37,12.42,20.64,4.54,12.53,29.87,4
39,11.51,22.33,5.78,14.53,27.42,4
41,13.77,27.11,6.39,16.53,25.14,4
43,15.38,25.52,7.57,18.53,22.12,5
45,16.12,24.64,8.66,20.53,19.28,5
47,19.83,30.55,10.00,22.53,18.41,5
49,20.59,30.98,10.51,24.53,20.60,5
51,18.18,30.06,10.52,26.53,20.05,5
53,16.26,30.89,10.46,28.53,17.81,2
55,20.75,34.63,11.16,30.53,18.38,2
57,21.97,35.29,12.49,32.53,19.28,2
59,20.49,34.91,11.21,34.53,20.10,2
61,15.43,31.85,10.95,36.53,21.09,2
63,14.23,40.75,9.61,38.53,25.23,1
65,15.69,42.89,10.40,40.53,26.60,1
67,17.18,42.88,11.48,42.53,27.56,1
69,19.60,42.88,8.52,38.58,26.75,1
71,22.53,48.16,9.23,35.04,27.47,1
73,23.44,49.03,9.55,27.00,25.15,1
75,12.37,22.59,9.76,27.79,24.08,1
77,11.17,22.59,9.89,29.79,25.28,1
79,12.76,28.43,9.85,31.79,25.92,1
81,12.77,28.48,10.55,33.79,27.17,1
83,12.77,28.48,11.13,35.79,29.37,4
85,13.43,28.48,11.80,37.79,30.64,4
87,14.01,28.48,13.13,39.79,31.03,4
89,13.55,28.48,13.10,34.70,31.49,4
91,15.86,28.48,12.96,32.35,27.84,4
93,17.48,28.48,14.17,34.35,22.99,2
95,20.17,30.04,13.21,36.35,19.11,2
97,26.79,35.67,12.29,38.35,17.66,2
99,30.12,38.14,13.93,40.35,16.21,2
101,27.98,37.94,12.41,33.72,18.00,2
103,18.68,39.78,12.81,26.94,17.39,1
105,19.12,42.12,12.45,28.07,17.42,1
107,19.76,42.11,14.45,30.07,16.33,1
109,22.20,42.11,14.44,25.51,18.57,1
111,19.32,42.11,15.48,27.51,18.00,1
113,17.88,36.38,16.25,29.51,15.35,5
115,19.40,36.38,15.28,31.51,17.94,5
117,21.26,37.52,14.90,33.51,18.32,5
119,22.59,43.37,16.36,35.51,19.87,5
121,23.23,43.24,16.20,37.51,22.27,5
123,19.49,29.89,16.50,39.51,21.56,6
125,12.01,24.89,17.43,41.51,22.22,6
127,13.73,30.57,18.73,43.51,25.14,6
129,16.97,38.09,18.51,45.51,25.93,6
131,18.51,37.73,17.69,47.51,26.39,6
133,12.44,15.94,16.22,49.51,22.61,8
135,14.46,20.46,15.62,51.51,22.71,8
137,17.92,24.34,15.28,53.51,27.39,8
139,21.69,31.88,14.20,55.51,26.62,8
141,22.98,41.71,11.49,57.51,26.87,8
143,22.21,31.07,11.34,59.51,26.40,3
145,16.31,31.68,12.25,61.51,24.67,3
147,21.78,31.60,13.41,63.51,22.71,3
149,26.14,34.12,10.78,31.14,19.42,3
151,25.27,38.15,9.19,25.69,17.64,3
153,23.13,39.15,9.17,27.69,15.45,6
155,26.87,42.92,10.36,29.69,14.89,6
157,26.20,42.87,11.49,31.69,14.01,6
159,26.87,42.87,12.89,32.23,13.07,6
161,29.36,46.90,12.11,28.45,13.79,6
163,29.91,49.15,12.92,30.45,13.31,7
165,29.29,46.69,13.87,32.45,13.37,7
167,27.01,30.83,15.21,34.45,13.47,7
169,25.50,39.66,16.05,35.32,13.71,7
171,24.48,45.95,14.44,34.24,13.96,7
173,22.32,48.11,14.04,36.24,16.80,6
175,22.48,48.10,13.40,38.24,16.82,6
177,25.44,48.10,14.45,40.24,20.49,6
179,24.94,48.10,15.44,42.24,21.39,6
181,19.43,48.10,16.14,44.24,20.22,6
183,19.43,48.10,16.54,46.24,18.29,8
185,20.86,48.10,15.45,48.24,16.54,8
187,25.10,54.37,16.44,50.24,16.59,8
189,28.19,57.98,17.02,49.38,19.69,8
191,30.85,68.58,12.93,51.38,20.16,8
193,31.16,69.81,13.88,48.83,19.73,2
195,31.99,73.47,14.31,50.83,20.12,2
197,31.54,76.69,12.61,52.83,19.14,2
199,26.58,56.87,13.00,54.83,19.33,2
201,12.36,36.92,13.99,56.83,18.94,2
203,12.36,36.92,14.07,58.83,19.46,5
205,13.63,36.92,14.56,60.83,22.47,5
207,16.00,36.92,15.84,62.83,23.20,5
209,18.83,36.92,16.66,53.32,22.93,5
211,20.22,36.82,18.26,54.00,24.07,5
213,12.77,19.49,16.26,47.82,22.17,8
215,12.30,19.49,15.80,49.82,17.79,8
217,14.20,19.48,17.47,51.82,15.71,8
219,18.43,23.92,19.05,53.82,20.68,8
221,17.51,25.49,19.00,55.82,23.48,8
223,15.65,25.37,19.04,57.82,21.97,1
225,16.06,26.98,20.34,59.82,20.34,1
227,19.15,35.71,22.00,61.82,19.42,1
229,20.87,37.65,19.15,44.00,20.30,1
231,20.20,37.45,17.55,46.00,20.38,1
233,9.15,15.25,17.55,48.00,23.65,5
235,11.07,18.14,17.71,50.00,23.17,5
237,11.66,20.89,18.97,52.00,24.26,5
239,13.34,24.57,19.54,52.71,24.94,5
241,13.51,24.53,16.69,50.45,23.43,5
243,14.69,29.23,17.95,52.45,20.64,6
245,16.00,30.48,18.62,54.45,20.93,6
247,19.78,36.38,20.04,56.45,19.81,6
249,22.92,43.02,18.41,58.45,19.03,6
251,24.04,42.90,16.53,60.45,19.98,6
253,22.18,47.96,16.98,62.45,19.29,1
255,20.59,49.74,16.56,64.45,17.65,1
257,21.84,49.74,17.93,66.45,17.01,1
259,23.81,49.74,18.75,68.45,17.61,1
261,26.55,53.75,18.84,70.45,17.51,1
263,28.03,56.04,19.46,72.45,19.36,6
265,28.04,55.48,21.04,74.45,19.37,6
267,28.76,52.90,20.28,76.45,22.21,6
269,17.44,42.04,20.80,78.45,21.36,6
271,17.01,42.04,20.84,80.45,19.02,6
273,19.11,42.04,21.40,82.45,16.49,7
275,20.81,42.04,21.90,84.45,20.94,7
277,21.67,45.59,22.96,86.45,20.68,7
279,23.19,51.67,17.01,59.24,20.15,7
281,26.80,54.78,17.31,61.24,19.74,7
283,22.57,54.74,16.97,63.24,18.81,5
285,20.90,54.74,17.52,65.24,17.01,5
287,23.03,54.74,17.99,67.24,14.82,5
289,26.53,55.11,18.05,69.24,13.66,5
291,22.10,54.74,19.21,71.24,17.16,5
293,20.97,54.74,20.49,73.24,16.90,8
295,20.97,54.74,21.25,75.24,16.59,8
297,21.88,54.74,22.34,77.24,14.97,8
299,22.11,54.74,17.64,67.54,14.33,8
301,22.58,54.74,18.17,55.44,15.58,8
303,27.12,64.04,19.62,52.86,15.38,1
305,28.55,66.81,21.28,52.79,14.70,1
307,30.02,66.80,23.12,54.79,23.04,1
309,21.82,51.24,19.93,56.79,26.24,1
311,12.25,20.48,20.25,58.79,26.70,1
313,13.74,26.46,18.60,60.79,24.32,2
315,16.49,34.99,19.64,62.79,24.37,2
317,18.86,40.22,20.97,64.79,25.19,2
319,19.14,40.13,20.17,65.30,24.23,2
321,19.83,44.61,19.01,61.38,23.67,2
323,24.34,46.34,18.06,46.59,22.21,6
325,19.02,45.74,17.11,44.68,20.97,6
327,24.17,59.02,18.95,46.68,19.56,6
329,27.70,61.73,19.56,48.68,19.33,6
331,34.37,61.71,19.73,50.68,17.36,6
333,36.98,61.71,20.55,52.68,12.67,1
335,38.35,61.68,21.86,54.68,11.22,1
337,42.71,69.63,22.86,56.68,10.48,1
339,44.46,70.69,23.99,58.68,13.66,1
341,45.83,71.21,24.01,60.68,16.66,1
343,36.37,72.37,24.35,62.68,17.48,4
345,38.46,72.37,25.22,64.68,17.82,4
347,40.76,74.48,26.89,66.68,17.30,4
349,41.77,78.62,24.45,68.68,17.14,4
351,39.87,83.80,25.59,70.68,15.47,4
353,38.20,90.13,26.10,72.68,11.73,2
355,41.08,97.74,27.64,74.68,10.78,2
357,45.14,98.78,26.47,63.94,10.62,2
359,45.65,96.91,26.74,65.94,11.74,2
361,31.36,55.30,25.01,67.94,15.22,2
363,26.86,56.03,25.17,69.94,17.01,1
365,23.20,61.45,25.23,71.94,16.76,1
367,27.21,69.00,26.73,73.94,16.60,1
369,30.75,76.01,27.16,75.94,15.12,1
371,35.29,94.14,27.92,77.94,14.35,1
373,36.80,100.17,28.99,79.94,14.04,5
375,38.73,102.75,30.44,81.94,12.92,5
377,39.16,102.60,29.31,83.94,12.06,5
379,40.25,102.52,29.28,75.00,13.10,5
381,42.69,105.66,27.72,60.51,15.64,5
383,44.32,111.76,27.50,62.51,14.87,2
385,45.19,115.25,29.09,64.51,15.69,2
387,45.97,118.41,30.92,66.51,15.68,2
389,46.95,130.24,25.44,68.51,18.35,2
391,44.99,132.37,24.62,70.51,20.31,2
393,44.79,131.58,22.99,72.51,18.62,5
395,46.32,137.69,23.15,74.51,19.96,5
397,49.81,151.65,24.14,76.51,21.08,5
399,50.68,155.16,24.77,78.51,22.67,5
401,50.58,154.76,24.55,80.51,19.83,5
403,21.62,38.36,25.36,82.51,18.94,4
405,13.85,25.87,25.43,84.51,19.46,4
407,17.19,30.18,25.05,86.51,20.73,4
409,21.02,35.66,22.51,88.51,21.00,4
411,24.04,37.93,18.44,90.51,18.86,4
