time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,51.60
5,0.00,0.00,0.00,0.00,0.00,61.40
7,0.00,0.00,0.00,0.00,0.00,63.10
9,0.00,0.00,0.00,0.00,0.00,63.10
11,0.00,0.00,0.00,0.00,0.00,51.00
13,0.00,0.00,0.00,0.00,0.00,38.60
15,0.00,0.00,0.00,0.00,0.00,26.30
17,0.00,0.00,0.70,0.00,0.00,60.00
19,0.00,0.00,0.00,0.00,0.00,60.00
21,0.00,0.00,0.00,0.00,0.00,60.00
23,0.00,0.00,0.00,0.00,0.00,43.50
25,0.00,0.00,0.00,0.00,0.00,52.75
27,0.00,0.00,0.00,0.00,0.00,56.80
29,0.00,0.00,0.00,0.00,0.00,58.05
31,0.00,0.00,0.00,0.00,0.00,58.35
33,0.00,0.00,0.00,0.00,0.00,52.50
35,0.00,0.00,0.00,0.00,0.00,40.35
37,0.00,0.00,0.00,0.00,0.00,29.30
39,0.00,0.00,0.89,0.00,1.23,60.00
41,0.00,0.00,0.00,0.00,0.00,60.00
43,0.00,0.00,0.00,0.00,0.00,45.20
45,0.00,0.00,0.00,0.00,0.00,55.60
47,0.00,0.00,0.00,0.00,0.00,65.50
49,0.00,0.00,0.00,0.00,0.00,61.45
51,0.00,0.00,0.00,0.00,0.00,63.00
53,0.00,0.00,0.00,0.00,0.00,53.75
55,0.00,0.00,0.00,0.00,0.00,48.40
57,0.00,0.00,0.00,0.16,0.00,41.87
59,1.03,0.00,0.00,2.16,0.00,33.43
61,4.56,0.00,0.00,4.16,0.00,27.03
63,4.44,0.00,1.34,6.16,0.00,17.70
65,9.53,0.00,3.34,8.16,0.00,10.57
67,10.49,0.00,5.34,10.16,0.00,4.83
69,10.49,0.00,7.34,12.16,0.00,4.30
71,15.64,0.00,9.34,14.16,0.00,30.75
73,9.97,0.00,11.34,0.00,0.00,43.10
75,0.00,0.00,5.82,0.00,0.00,63.30
77,0.00,0.00,0.00,0.00,0.00,61.20
79,0.00,0.00,0.00,0.00,0.00,61.70
81,0.00,0.00,0.00,0.00,0.00,42.10
83,0.00,0.00,0.00,0.00,0.00,33.30
85,0.00,0.00,0.00,0.00,0.00,30.20
87,0.00,2.52,0.00,0.00,1.89,31.45
89,0.00,4.58,0.00,0.00,3.89,30.90
