time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,0.00,52.40,1
5,0.00,0.00,0.00,0.00,0.00,56.27,1
7,0.00,0.00,0.00,0.00,0.00,56.48,1
9,0.00,0.00,0.00,0.00,0.00,57.76,1
11,0.00,0.00,0.00,0.00,0.00,60.80,1
13,0.00,0.00,0.00,0.00,0.00,60.89,1
15,0.00,0.00,0.04,0.05,0.51,57.70,1
17,0.00,0.00,0.00,0.00,0.04,51.11,1
19,0.00,0.00,0.07,0.08,0.50,41.04,1
21,0.78,3.10,0.40,0.52,2.50,34.16,1
23,1.62,4.76,0.76,0.95,4.50,28.35,3
25,2.29,4.75,1.28,1.49,6.50,28.38,3
27,3.92,10.95,1.76,1.95,8.50,30.91,3
29,4.84,14.61,1.86,1.95,10.50,32.17,3
31,3.03,7.37,2.53,2.66,12.50,30.70,3
33,2.48,5.19,2.94,3.00,14.50,28.69,3
35,3.88,10.78,3.94,4.00,16.50,29.47,3
37,3.88,10.78,4.94,5.00,18.50,24.00,3
39,5.50,10.78,5.99,6.07,20.50,20.96,2
41,8.19,11.01,7.32,7.49,22.50,19.81,2
43,11.01,11.74,8.65,8.91,24.50,20.99,2
45,12.04,18.07,9.43,9.63,26.50,25.74,2
47,9.48,11.42,7.29,6.59,24.27,27.39,2
49,7.81,10.92,6.42,5.19,26.27,28.85,2
51,7.81,10.92,6.98,5.63,28.27,27.78,2
53,7.81,10.92,7.76,6.35,30.27,24.20,2
55,7.81,10.92,8.32,6.77,32.27,13.21,2
57,11.73,18.89,8.53,6.76,34.27,14.89,2
59,13.20,22.80,9.14,7.26,36.27,11.73,4
61,15.15,23.75,9.89,7.93,38.27,12.82,4
63,15.71,23.69,10.72,8.72,40.27,17.44,4
65,13.90,23.69,11.72,9.71,42.27,22.82,4
67,11.81,23.69,6.83,8.19,34.93,22.94,4
69,10.68,23.69,6.81,8.75,36.93,20.91,4
71,10.34,23.69,7.53,9.63,38.93,22.19,4
73,10.31,23.69,8.14,10.47,40.93,18.38,4
75,10.31,23.69,8.81,11.32,42.93,13.88,4
77,11.54,23.69,9.54,12.26,44.93,17.73,4
79,12.44,24.74,10.42,13.36,46.93,22.68,4
81,13.30,24.73,11.20,14.40,48.93,25.31,1
83,13.27,24.73,12.04,15.48,50.93,25.12,1
85,13.27,24.73,12.90,16.56,52.93,27.51,1
87,13.27,24.72,13.90,17.70,54.93,28.69,1
89,6.77,12.03,12.09,15.23,38.15,28.95,1
91,1.17,4.67,11.18,13.93,36.97,26.37,1
93,2.33,4.67,9.10,11.11,32.92,21.40,1
95,5.32,16.61,5.32,6.10,31.95,23.72,1
97,7.05,17.22,5.59,6.30,33.95,21.79,1
99,8.63,17.31,6.20,6.94,35.95,21.49,1
101,9.09,19.13,7.00,7.83,37.95,16.32,3
103,10.45,24.57,7.83,8.76,39.95,13.21,3
105,10.58,25.09,8.20,9.09,41.95,14.66,3
107,12.53,32.92,6.43,6.67,30.76,13.67,3
109,10.87,36.93,7.13,7.43,32.76,11.55,3
111,9.51,36.85,7.85,8.21,34.76,7.43,2
113,10.67,36.85,7.18,7.21,36.76,13.27,2
115,11.83,36.85,8.02,8.14,38.76,17.14,2
117,11.81,36.85,8.85,9.07,40.76,23.16,2
119,11.81,36.85,8.28,8.19,34.36,26.74,2
121,13.03,36.81,8.19,7.93,36.36,33.07,2
123,7.29,16.60,8.72,8.47,38.36,34.58,2
125,5.26,16.60,7.58,6.86,40.36,36.55,2
127,5.26,16.60,8.10,7.39,42.36,30.99,2
129,6.82,22.84,6.92,5.73,44.36,25.48,2
131,6.91,23.22,7.39,6.15,46.36,21.43,2
133,7.23,23.22,8.22,6.94,48.36,14.31,4
135,9.19,27.76,9.07,7.74,50.36,12.32,4
137,9.49,29.37,10.00,8.65,52.36,16.46,4
139,8.55,29.37,9.36,7.54,54.36,16.81,4
141,10.51,29.35,5.66,6.52,29.38,20.62,4
143,11.14,28.93,6.49,7.45,31.38,20.69,4
145,10.75,27.43,7.33,8.38,33.38,20.66,4
147,10.16,25.06,8.16,9.31,35.38,19.62,4
149,10.18,25.17,8.99,10.24,37.38,20.91,4
151,11.74,31.15,10.00,11.39,39.38,17.82,1
