time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,46.90,1
5,0.00,0.00,0.00,0.00,55.20,1
7,0.00,0.00,0.00,0.00,56.75,1
9,0.00,0.00,0.00,0.00,63.60,3
11,0.00,0.00,0.00,0.00,60.15,3
13,0.00,0.00,0.00,0.00,60.08,3
15,0.00,0.00,0.00,0.00,55.32,3
17,0.00,0.00,0.18,1.72,56.18,1
19,0.00,0.00,0.00,0.00,45.24,1
21,0.00,0.00,0.00,0.00,49.24,1
23,0.00,0.00,0.16,1.49,48.50,1
25,0.00,0.00,0.03,0.29,45.44,8
27,0.24,0.96,0.16,1.46,52.34,8
29,0.00,0.00,0.37,3.46,52.33,8
31,0.00,0.00,0.12,1.09,54.34,8
33,0.00,0.00,0.37,3.09,51.20,4
35,0.67,2.68,0.28,2.41,48.96,4
37,1.37,5.46,0.57,4.41,49.08,4
39,1.14,4.09,1.17,6.41,42.55,4
41,1.28,5.10,0.69,4.89,33.77,3
43,2.48,5.10,1.27,6.89,23.77,3
45,2.71,5.01,2.23,8.89,27.56,3
47,0.11,0.42,2.62,10.89,21.84,3
49,0.00,0.00,1.29,7.16,31.62,6
51,2.37,9.47,1.02,9.16,41.44,6
53,2.87,11.50,1.26,11.16,51.13,6
55,2.34,9.37,0.64,5.97,52.73,6
57,0.00,0.00,0.85,7.97,54.73,1
59,0.00,0.00,0.00,0.00,49.07,1
61,0.00,0.00,0.07,0.69,46.52,1
63,0.00,0.00,0.44,2.69,43.17,1
65,0.40,1.62,0.41,3.38,45.89,3
67,0.37,1.46,0.76,5.38,43.00,3
69,2.15,4.95,1.28,7.38,44.31,3
71,1.30,5.21,0.92,4.33,39.64,3
73,1.30,5.20,0.73,6.22,36.59,4
75,2.40,9.62,0.95,8.22,31.01,4
77,4.60,17.21,1.55,10.22,34.55,4
79,4.31,17.23,2.20,12.22,37.90,4
81,1.83,7.31,1.57,7.48,35.71,3
83,1.26,4.81,2.23,8.95,34.62,3
85,2.85,10.22,1.81,10.64,41.77,3
87,3.29,9.30,0.67,5.86,44.47,3
89,2.70,6.01,0.76,7.86,39.70,3
91,2.45,4.99,1.04,9.86,33.20,4
93,2.44,4.98,1.37,11.86,21.10,4
95,2.44,4.98,1.82,13.86,10.07,4
97,3.66,5.53,2.49,15.86,23.70,4
99,2.64,5.59,1.83,17.86,39.49,8
101,2.64,5.59,1.51,19.86,45.17,8
103,2.64,5.59,1.59,21.86,47.12,8
