time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,60.00
11,0.00,0.00,0.00,0.00,0.00,60.00
13,0.00,0.00,0.00,0.00,0.00,52.20
15,0.00,0.00,0.00,0.00,0.00,59.50
17,0.00,0.00,0.00,0.00,0.00,57.35
19,0.00,0.00,0.00,0.00,0.00,61.07
21,0.00,0.00,0.00,0.00,0.00,60.75
23,0.00,0.00,0.00,0.00,0.00,55.20
25,0.00,0.00,0.00,0.00,0.00,51.18
27,0.00,0.00,0.00,0.00,0.00,42.96
29,2.40,0.00,0.00,1.91,0.00,33.98
31,4.90,0.00,0.00,3.91,0.00,23.04
33,10.22,0.00,0.00,5.91,1.39,25.94
35,11.64,0.00,0.00,7.91,3.39,24.70
37,11.64,0.00,0.00,9.91,2.32,30.15
39,11.64,0.00,0.00,11.91,0.27,36.86
41,11.64,0.00,0.00,13.91,0.00,44.55
43,8.98,0.00,0.00,15.91,0.00,52.53
45,0.00,0.00,0.00,15.07,0.00,50.57
47,0.00,0.00,0.00,0.00,0.00,52.88
49,0.00,0.00,0.00,1.69,0.00,43.90
51,0.00,0.00,0.00,1.54,0.00,36.12
53,3.93,0.00,0.00,3.54,0.54,31.25
55,4.90,2.82,0.00,5.54,2.54,32.96
57,4.90,5.09,0.00,7.54,4.54,38.06
59,4.90,0.00,0.00,9.54,6.54,36.27
61,4.90,0.00,0.00,11.54,0.00,33.86
63,9.93,0.00,1.20,13.54,1.36,32.84
65,10.53,0.00,3.20,15.54,0.00,32.28
67,10.53,0.00,5.20,17.54,0.00,28.72
69,10.53,0.00,7.20,19.54,0.32,36.38
71,7.10,0.00,9.20,21.54,2.32,48.35
73,0.00,0.00,11.20,0.00,2.36,62.40
75,0.00,0.00,0.00,0.00,0.00,60.93
77,0.00,0.00,0.00,0.00,0.00,62.27
79,0.00,0.00,0.00,0.00,0.00,55.65
81,0.00,0.00,0.00,0.00,0.00,53.43
83,0.00,0.00,0.00,0.65,0.00,47.32
85,3.54,0.00,0.00,2.65,0.00,42.79
87,5.53,0.00,0.00,4.65,0.04,36.01
89,5.52,2.32,0.00,6.65,2.04,27.49
91,5.52,9.08,0.00,8.65,4.04,24.55
93,5.52,11.14,0.00,10.65,6.04,17.75
95,12.42,13.71,0.00,12.65,8.04,11.92
97,12.16,20.49,0.00,14.65,10.04,14.96
99,8.27,23.43,0.00,16.65,12.04,23.49
101,0.00,23.41,0.00,9.34,14.04,24.51
103,0.00,23.41,0.00,5.42,16.04,25.88
105,0.00,23.41,0.00,2.31,18.04,24.16
107,0.00,23.41,0.00,0.00,20.04,23.84
109,0.00,23.41,0.00,0.00,22.04,20.05
111,0.00,23.41,0.00,0.00,24.04,14.02
113,0.52,20.78,0.00,1.34,24.04,8.07
115,10.37,0.00,0.00,3.34,21.60,2.67
117,16.32,1.43,0.00,5.34,22.09,0.12
119,16.23,5.17,0.00,7.34,24.09,0.00
121,16.23,5.10,0.00,9.34,26.09,0.00
123,16.23,5.10,0.00,11.34,28.09,9.34
125,16.23,5.10,0.00,13.34,30.09,11.00
127,16.23,5.10,0.00,15.34,32.09,19.57
129,16.23,5.10,0.00,17.34,34.09,21.70
131,16.23,5.10,0.00,19.34,36.09,20.02
133,16.23,5.10,0.00,21.34,38.09,20.38
135,16.18,5.10,0.00,23.34,40.09,29.92
137,3.85,5.10,0.00,25.34,42.09,29.90
139,0.00,5.10,0.00,26.60,44.09,33.35
141,0.00,4.78,0.00,4.50,46.09,48.05
143,0.00,0.00,0.00,0.00,48.09,47.20
145,0.00,0.00,0.00,0.00,4.95,47.90
147,0.00,0.00,0.00,0.00,0.00,48.58
149,0.00,0.00,0.00,1.35,0.00,44.74
151,3.20,0.00,0.00,3.35,0.00,40.06
153,5.41,0.00,0.00,5.35,1.06,36.30
