time,queue_main,queue_right,queue_avg,queue_max,delay_direction_1,delay_direction_2,delay_direction_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.60
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.60
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.60
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.25
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.93
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.87
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.93
17,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.05,0.03,0.15,42.65
19,0.00,0.00,0.00,0.00,0.00,2.15,0.00,0.72,0.43,2.15,50.90
21,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.58,1.04,1.73,39.70
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.50
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
27,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.19,0.34,0.57,50.60
29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.05
31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.55
33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.50
35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.77
37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.05
39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.23
41,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.47,0.85,1.42,45.80
43,0.00,0.00,0.00,0.00,3.42,0.00,0.00,1.14,2.05,3.42,47.50
45,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.93,1.67,2.78,39.50
47,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.11,0.20,0.33,45.50
49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.70
51,0.00,0.00,0.00,0.00,1.44,0.00,0.00,0.48,0.86,1.44,33.95
53,0.00,0.00,0.00,0.00,3.44,0.00,0.00,1.15,2.06,3.44,30.10
55,2.27,0.00,1.13,2.27,5.44,0.00,0.00,1.81,3.26,5.44,55.85
57,0.00,0.00,0.00,0.00,7.44,0.00,0.00,2.48,4.46,7.44,58.83
59,0.00,0.00,0.00,0.00,9.44,0.00,0.00,3.15,5.66,9.44,54.33
61,0.00,0.00,0.00,0.00,11.44,0.00,0.00,3.81,6.86,11.44,49.25
63,0.00,0.00,0.00,0.00,13.44,0.31,0.00,4.58,8.13,13.44,49.70
65,5.12,0.00,2.56,5.12,15.44,2.31,0.00,5.92,9.73,15.44,43.94
67,10.90,0.00,5.45,10.90,17.44,4.31,0.00,7.25,11.33,17.44,35.40
69,10.87,0.00,5.43,10.87,19.44,6.31,0.00,8.58,12.93,19.44,34.15
71,10.87,0.00,5.43,10.87,21.44,8.31,1.51,10.42,14.83,21.44,24.53
73,10.87,0.00,5.43,10.87,23.44,10.31,2.80,12.18,16.69,23.44,11.87
75,10.87,0.00,5.43,10.87,25.44,12.31,0.00,12.58,17.73,25.44,2.60
77,20.02,0.00,10.01,20.02,27.44,14.31,0.00,13.92,19.33,27.44,1.33
79,24.11,0.00,12.06,24.11,3.28,16.31,0.00,6.53,5.23,16.31,7.05
81,23.68,0.00,11.84,23.68,5.28,18.31,0.00,7.86,6.83,18.31,17.20
83,0.00,0.00,0.00,0.00,7.28,0.00,0.00,2.43,4.37,7.28,36.05
85,0.00,0.00,0.00,0.00,10.33,0.00,0.00,3.44,6.20,10.33,57.70
87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.50
89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.50
91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.30
93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.80
95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
97,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.34,0.20,1.01,24.25
99,0.00,5.42,2.71,5.42,0.00,0.00,3.01,1.00,0.60,3.01,40.15
101,0.00,5.51,2.75,5.51,0.00,0.00,5.01,1.67,1.00,5.01,45.78
103,0.00,5.51,2.75,5.51,0.00,0.00,7.01,2.34,1.40,7.01,48.92
105,0.00,5.51,2.75,5.51,0.00,0.00,9.01,3.00,1.80,9.01,48.57
107,0.00,5.51,2.75,5.51,0.00,0.00,11.01,3.67,2.20,11.01,47.01
109,0.00,5.51,2.75,5.51,0.00,0.00,13.01,4.34,2.60,13.01,42.47
111,0.00,5.51,2.75,5.51,1.96,0.00,15.01,5.65,4.17,15.01,31.51
113,1.21,5.51,3.36,5.51,3.96,0.00,17.01,6.99,5.77,17.01,21.81
115,12.83,5.51,9.17,12.83,5.96,0.00,19.01,8.32,7.37,19.01,14.38
117,24.20,5.51,14.85,24.20,7.96,0.00,21.01,9.65,8.97,21.01,13.56
119,29.42,5.51,17.46,29.42,9.96,0.00,23.01,10.99,10.57,23.01,10.07
121,29.35,7.17,18.26,29.35,11.96,0.00,25.01,12.32,12.17,25.01,9.22
123,35.95,11.65,23.80,35.95,11.41,0.00,27.01,12.81,12.25,27.01,8.87
125,36.02,11.57,23.79,36.02,13.41,0.00,29.01,14.14,13.85,29.01,14.34
127,35.86,11.57,23.71,35.86,13.60,0.00,31.01,14.87,14.36,31.01,16.27
129,9.15,11.57,10.36,11.57,14.94,0.61,33.01,16.19,15.69,33.01,14.52
131,7.17,8.39,7.78,8.39,16.94,2.61,35.01,18.19,17.69,35.01,26.80
133,12.75,0.00,6.38,12.75,18.94,4.61,13.79,12.45,15.04,18.94,26.64
135,23.19,0.00,11.60,23.19,20.94,6.61,0.00,9.18,13.89,20.94,23.36
137,23.61,0.00,11.81,23.61,22.94,8.61,0.00,10.52,15.49,22.94,22.89
139,23.61,0.00,11.81,23.61,24.94,10.61,0.00,11.85,17.09,24.94,21.39
141,28.94,0.00,14.47,28.94,26.94,12.61,0.00,13.18,18.69,26.94,19.80
143,29.96,0.00,14.98,29.96,28.94,14.61,0.00,14.52,20.29,28.94,16.38
145,36.33,0.00,18.16,36.33,30.94,16.61,0.51,16.02,21.99,30.94,10.66
147,36.13,0.53,18.33,36.13,32.94,18.61,2.51,18.02,23.99,32.94,5.49
149,36.13,4.69,20.41,36.13,34.94,20.61,4.51,20.02,25.99,34.94,9.70
151,42.47,4.53,23.50,42.47,36.94,22.61,6.51,22.02,27.99,36.94,16.24
153,42.89,4.53,23.71,42.89,38.94,24.61,8.51,24.02,29.99,38.94,17.54
155,42.89,7.68,25.28,42.89,37.72,26.61,10.51,24.95,30.06,37.72,22.23
157,42.89,11.09,26.99,42.89,39.72,28.61,12.51,26.95,32.06,39.72,24.42
159,42.89,11.06,26.97,42.89,37.97,30.61,14.51,27.70,31.81,37.97,21.31
161,36.11,11.06,23.58,36.11,22.13,32.61,16.51,23.75,23.10,32.61,21.21
163,0.00,11.06,5.53,11.06,24.13,14.26,18.51,18.97,21.03,24.13,22.40
165,0.00,11.06,5.53,11.06,21.18,16.26,20.51,19.32,20.06,21.18,24.52
167,0.00,11.06,5.53,11.06,4.97,18.26,22.51,15.25,11.14,22.51,24.21
169,0.00,11.06,5.53,11.06,6.97,0.00,24.51,10.49,9.08,24.51,25.22
171,0.00,11.06,5.53,11.06,5.92,0.00,26.51,10.81,8.85,26.51,24.19
173,0.00,11.06,5.53,11.06,7.92,1.43,28.51,12.62,10.74,28.51,22.89
175,0.00,11.06,5.53,11.06,9.57,3.43,30.51,14.50,12.53,30.51,24.31
177,0.00,11.06,5.53,11.06,2.45,5.43,32.51,13.46,9.06,32.51,29.28
179,4.94,11.06,8.00,11.06,4.45,7.43,34.51,15.46,11.06,34.51,28.00
181,7.89,11.06,9.47,11.06,6.45,9.43,36.51,17.46,13.06,36.51,29.53
183,17.31,8.02,12.67,17.31,8.45,11.43,38.51,19.46,15.06,38.51,32.33
185,27.23,0.00,13.61,27.23,10.45,13.43,32.68,18.85,15.49,32.68,31.88
187,30.42,0.00,15.21,30.42,12.45,15.43,0.00,9.29,10.56,15.43,32.45
189,34.66,0.00,17.33,34.66,14.45,17.43,0.00,10.63,12.16,17.43,25.06
191,36.18,0.00,18.09,36.18,16.45,19.43,1.14,12.34,13.98,19.43,15.96
193,39.47,3.67,21.57,39.47,18.45,21.43,3.14,14.34,15.98,21.43,8.81
195,43.06,12.66,27.86,43.06,20.45,23.43,5.14,16.34,17.98,23.43,5.31
197,60.88,12.45,36.66,60.88,22.45,25.43,7.14,18.34,19.98,25.43,2.65
199,82.76,12.45,47.60,82.76,24.45,27.43,9.14,20.34,21.98,27.43,5.16
201,87.42,12.45,49.94,87.42,26.45,29.43,11.14,22.34,23.98,29.43,8.56
203,87.30,12.45,49.87,87.30,28.45,31.43,13.14,24.34,25.98,31.43,9.12
205,87.17,12.45,49.81,87.17,30.45,33.43,15.14,26.34,27.98,33.43,7.21
207,87.06,12.45,49.75,87.06,32.45,35.43,17.14,28.34,29.98,35.43,5.91
209,87.77,12.45,50.11,87.77,34.45,37.43,19.14,30.34,31.98,37.43,6.26
211,98.08,12.45,55.26,98.08,36.45,39.43,21.14,32.34,33.98,39.43,7.31
213,105.51,12.45,58.98,105.51,38.45,41.43,23.14,34.34,35.98,41.43,8.75
215,105.36,12.45,58.90,105.36,40.45,43.43,25.14,36.34,37.98,43.43,6.11
217,109.05,12.45,60.75,109.05,42.45,23.07,27.14,30.89,35.51,42.45,4.66
219,115.73,12.45,64.09,115.73,42.30,25.07,29.14,32.17,36.22,42.30,3.89
221,128.42,12.45,70.43,128.42,42.34,27.07,31.14,33.52,37.05,42.34,4.80
223,130.45,12.45,71.45,130.45,33.08,29.07,33.14,31.76,32.29,33.14,6.17
225,130.43,12.45,71.44,130.43,35.08,31.07,35.14,33.76,34.29,35.14,8.38
227,130.43,12.45,71.44,130.43,33.23,33.07,37.14,34.48,33.98,37.14,10.50
229,130.43,12.45,71.44,130.43,33.32,35.07,39.14,35.84,34.83,39.14,14.11
231,130.43,12.45,71.44,130.43,32.89,37.07,41.14,37.03,35.38,41.14,14.45
233,130.43,12.45,71.44,130.43,34.89,10.15,43.14,29.39,31.59,43.14,15.09
235,130.43,16.03,73.23,130.43,35.39,12.15,45.14,30.89,32.69,45.14,17.82
237,129.78,18.55,74.17,129.78,34.91,14.15,47.14,32.06,33.20,47.14,21.08
239,0.00,18.53,9.27,18.53,36.91,16.15,49.14,34.06,35.20,49.14,25.07
241,0.00,18.53,9.27,18.53,28.05,18.15,51.14,32.45,30.69,51.14,27.07
