time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.31
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.96
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.78
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.77
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.85
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.92
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.63
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.81
29,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.48,0.62,1.45,49.21
31,0.00,5.74,2.87,5.74,0.00,0.00,3.45,1.15,1.48,3.45,44.45
33,0.00,5.51,2.76,5.51,0.00,0.00,5.45,1.82,2.34,5.45,35.87
35,0.00,5.42,2.71,5.42,0.07,0.00,7.45,2.51,3.22,7.45,31.52
37,0.00,0.24,0.12,0.24,2.07,0.00,9.45,3.84,4.94,9.45,20.15
39,2.01,0.00,1.00,2.01,4.07,0.00,3.51,2.52,3.25,4.07,19.22
41,5.97,0.00,2.99,5.97,6.07,0.00,0.00,2.02,2.60,6.07,16.06
43,17.47,0.00,8.73,17.47,8.07,0.00,0.00,2.69,3.46,8.07,28.29
45,18.25,0.00,9.13,18.25,10.07,0.00,0.00,3.36,4.31,10.07,36.66
47,18.23,0.00,9.11,18.23,6.86,0.00,0.00,2.29,2.94,6.86,45.49
49,6.99,0.00,3.50,6.99,8.86,0.00,0.00,2.95,3.80,8.86,45.79
51,0.00,0.00,0.00,0.00,9.48,0.00,0.00,3.16,4.06,9.48,45.74
53,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.36,0.47,1.09,34.73
55,0.00,5.47,2.73,5.47,0.00,0.00,3.09,1.03,1.32,3.09,25.14
57,0.00,5.20,2.60,5.20,0.00,0.00,5.09,1.70,2.18,5.09,15.79
59,0.00,13.09,6.55,13.09,0.00,0.00,7.09,2.36,3.04,7.09,16.42
61,0.00,17.36,8.68,17.36,0.00,0.00,9.09,3.03,3.90,9.09,15.70
63,0.00,17.27,8.63,17.27,1.94,0.00,11.09,4.34,5.58,11.09,12.06
65,0.98,17.27,9.13,17.27,3.94,0.00,13.09,5.68,7.30,13.09,19.91
67,0.00,17.23,8.62,17.23,0.00,0.00,15.09,5.03,6.47,15.09,28.35
69,0.00,7.31,3.66,7.31,0.00,0.00,12.08,4.03,5.18,12.08,31.94
71,0.00,0.00,0.00,0.00,0.00,0.00,13.55,4.52,5.81,13.55,46.44
