time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,43.25,0
3,0.00,0.00,0.00,0.00,52.49,7
5,0.00,0.00,0.00,0.00,56.48,7
7,0.00,0.00,0.00,0.00,61.09,7
9,0.00,0.00,0.00,0.00,59.65,7
11,0.00,0.00,0.00,0.00,58.41,7
13,0.00,0.00,0.00,0.00,54.10,1
15,0.00,0.00,0.00,0.00,48.48,1
17,0.40,1.58,0.22,1.82,45.42,1
19,1.19,4.74,0.32,3.82,42.59,1
21,2.43,4.67,0.79,5.82,37.56,1
23,3.61,5.46,1.41,7.82,38.44,8
25,4.75,5.23,2.08,9.82,39.44,8
27,3.50,5.01,2.94,11.82,39.05,8
29,3.50,5.01,2.97,13.82,38.92,8
31,3.50,5.01,3.63,15.82,40.29,8
33,3.50,5.01,4.17,17.82,40.74,2
35,3.80,5.59,4.67,19.82,41.54,2
37,2.61,5.55,5.71,21.82,39.05,2
39,4.28,9.35,5.15,23.82,38.54,2
41,5.34,11.51,5.46,25.82,38.57,2
43,5.34,11.50,6.47,27.82,35.76,5
45,5.34,11.50,7.37,29.82,33.91,5
47,6.87,11.02,8.60,31.82,35.90,5
49,5.18,10.88,7.35,33.82,34.77,5
51,5.73,10.88,7.22,35.82,32.75,5
53,6.87,11.43,8.34,37.82,30.45,6
55,8.02,13.10,9.36,39.82,30.06,6
57,11.44,22.25,10.69,41.82,29.68,6
59,9.73,22.88,10.66,43.82,29.59,6
61,9.73,22.88,10.27,45.82,24.98,6
63,11.21,28.79,11.10,47.82,20.16,1
65,12.93,29.55,12.35,49.82,18.55,1
67,17.12,39.48,12.38,51.82,16.09,1
69,19.01,42.18,13.05,53.82,18.73,1
71,19.33,42.15,13.21,55.82,17.08,1
73,17.12,25.02,13.47,57.82,17.56,8
75,15.00,23.98,14.09,59.82,21.18,8
77,15.90,23.96,15.26,61.82,20.41,8
79,18.88,30.17,14.51,63.82,18.51,8
81,17.21,20.75,13.57,65.82,19.81,8
83,13.43,25.00,13.88,67.82,17.86,7
85,15.47,30.71,14.60,69.82,17.18,7
87,18.04,34.95,15.80,71.82,17.12,7
89,19.87,37.00,12.00,34.72,16.04,7
91,21.84,36.84,10.71,36.72,17.22,7
93,14.43,22.60,10.23,38.72,20.23,8
95,13.09,22.59,11.29,40.72,22.66,8
97,12.64,22.59,10.29,42.72,23.91,8
99,12.17,22.59,10.92,44.72,27.64,8
101,13.07,22.59,9.99,46.72,29.73,8
103,13.06,22.59,10.50,48.72,29.42,5
105,13.06,22.59,11.64,50.72,31.79,5
107,13.05,22.59,12.96,52.72,32.32,5
109,10.35,22.59,12.79,45.59,29.63,5
111,10.16,22.59,13.55,47.59,27.00,5
113,10.82,22.59,11.23,49.59,24.64,2
115,14.35,28.96,12.37,51.59,27.22,2
117,15.03,31.89,11.66,53.59,27.31,2
119,15.03,31.86,12.73,55.59,28.32,2
121,15.03,31.86,13.29,57.59,26.91,2
123,15.03,31.86,13.46,59.59,24.30,7
125,15.53,31.86,14.14,61.59,24.24,7
127,17.05,31.86,15.39,63.59,22.25,7
129,20.99,37.95,13.25,65.59,22.42,7
131,23.46,44.12,13.40,67.59,21.71,7
133,21.87,35.10,12.80,69.59,20.58,4
135,15.54,23.69,13.78,71.59,20.96,4
137,17.90,25.28,15.45,73.59,19.26,4
139,17.78,29.94,14.73,65.05,17.81,4
141,19.32,29.85,15.14,52.46,13.77,4
143,20.52,29.85,16.08,54.12,9.69,5
145,23.97,30.55,13.59,30.68,11.12,5
147,27.99,40.65,15.42,32.68,14.69,5
149,29.98,42.11,16.98,34.68,19.44,5
151,30.40,42.11,17.24,36.68,20.84,5
153,26.62,30.12,17.84,38.68,19.00,2
155,20.01,30.12,17.42,40.68,16.57,2
157,22.26,30.12,19.00,42.68,17.65,2
159,25.89,35.75,20.17,44.68,15.62,2
161,24.04,36.65,19.69,46.68,16.71,2
163,15.73,31.59,17.98,48.68,18.76,1
165,18.40,31.59,18.21,50.68,18.27,1
167,19.81,31.59,19.09,52.68,19.83,1
169,18.93,31.58,19.68,41.80,21.07,1
171,14.19,18.56,20.31,43.44,24.15,1
173,13.31,18.84,17.69,45.44,21.72,8
175,13.47,19.49,15.36,47.44,20.51,8
177,15.19,23.44,14.05,49.44,21.04,8
179,19.34,29.74,15.41,51.44,22.56,8
181,16.93,29.95,15.46,53.44,21.25,8
183,13.57,30.96,14.65,55.44,20.89,4
185,15.26,35.68,15.85,57.44,20.97,4
187,16.48,37.83,15.44,59.44,18.11,4
189,18.04,37.82,15.57,61.44,16.52,4
191,18.61,37.73,14.70,63.44,15.43,4
193,14.28,19.21,15.64,65.44,18.65,3
195,11.92,19.11,16.60,67.44,24.10,3
197,13.61,19.43,14.64,69.44,26.59,3
199,15.39,24.49,11.42,38.31,30.68,3
201,14.72,24.39,7.45,24.12,30.76,3
203,14.81,24.39,7.37,26.12,28.64,1
205,14.91,24.39,8.20,28.12,25.84,1
207,17.42,33.66,9.04,30.12,21.89,1
209,22.09,44.83,9.33,32.12,19.81,1
211,25.33,48.94,9.92,34.12,18.59,1
213,30.44,53.52,10.07,36.12,18.26,2
215,32.45,54.65,10.73,38.12,19.56,2
217,32.99,51.25,11.76,40.12,17.59,2
219,28.18,54.41,11.92,38.47,19.23,2
221,29.56,54.16,10.09,40.47,19.46,2
223,32.70,54.16,10.58,42.47,17.49,6
225,34.52,53.76,10.50,44.47,16.14,6
227,35.11,52.14,10.75,46.47,15.17,6
229,30.00,43.26,11.47,45.48,13.88,6
231,30.68,43.05,10.34,27.13,11.49,6
233,28.70,43.05,10.70,29.13,9.26,7
235,22.98,43.05,11.15,31.13,7.81,7
237,27.15,43.05,11.85,30.66,7.42,7
239,30.10,47.77,12.49,32.66,6.96,7
241,32.20,49.02,13.43,34.66,10.14,7
243,32.83,48.97,13.87,34.95,11.79,2
245,32.45,47.49,13.50,36.95,12.99,2
247,30.87,41.23,14.67,38.95,15.67,2
249,23.66,41.23,15.71,40.42,16.44,2
251,25.32,41.22,16.66,42.42,19.89,2
253,20.99,24.57,17.52,44.42,19.17,4
255,17.95,24.37,17.29,46.42,22.20,4
257,18.83,24.37,18.51,48.42,22.22,4
259,20.49,24.37,18.29,50.42,22.13,4
261,17.94,30.42,18.82,52.42,20.55,4
263,17.88,30.50,18.97,54.42,20.75,1
265,20.47,36.03,17.47,56.42,19.50,1
267,22.31,37.09,18.47,58.42,19.34,1
269,23.37,37.09,18.93,60.42,18.85,1
271,26.30,41.53,15.77,62.42,17.96,1
273,28.56,43.47,15.67,64.42,17.05,3
275,20.18,36.92,15.15,66.42,18.18,3
277,22.54,36.92,16.18,68.42,18.67,3
279,25.90,42.73,15.13,53.34,20.31,3
281,28.91,42.55,16.05,53.28,20.77,3
283,21.41,42.55,15.23,50.37,20.46,2
285,20.90,42.55,15.20,52.37,21.25,2
287,21.04,42.55,16.53,54.37,21.58,2
289,20.85,42.55,15.28,52.37,19.93,2
291,21.01,42.55,12.83,36.57,18.75,2
293,15.81,24.69,12.56,35.09,16.76,1
295,16.44,30.38,13.47,37.09,17.03,1
297,18.30,36.27,14.17,33.61,14.71,1
299,19.43,37.03,16.07,35.61,14.95,1
301,17.74,36.89,17.24,31.62,17.44,1
303,14.74,21.64,16.10,33.62,20.21,8
305,15.66,23.84,15.30,35.62,22.75,8
307,15.65,23.82,15.24,37.62,25.41,8
309,15.28,22.32,16.29,39.62,23.85,8
311,10.00,16.68,12.79,41.62,18.28,8
313,11.02,16.68,12.18,43.62,14.55,3
315,11.60,18.55,12.51,45.62,14.18,3
317,15.35,26.78,12.16,47.62,16.12,3
319,16.66,32.53,12.83,46.76,16.85,3
321,18.53,32.40,8.26,24.70,15.50,3
323,20.27,32.40,9.43,26.70,13.85,1
325,20.28,32.40,10.59,28.70,18.42,1
327,20.47,33.15,11.76,30.70,22.01,1
329,21.92,39.23,12.13,31.62,24.46,1
331,16.17,38.91,11.33,33.62,28.79,1
333,7.73,11.88,10.28,35.62,30.53,1
335,5.84,11.88,10.07,37.62,28.27,1
337,5.84,11.88,10.06,39.62,24.66,1
339,6.61,14.57,9.45,41.62,22.66,1
341,9.14,21.96,10.52,43.62,22.69,1
343,11.73,23.20,11.85,45.62,20.16,2
345,13.33,26.20,13.19,47.62,17.88,2
347,15.90,29.40,14.52,49.62,19.94,2
349,19.03,29.36,15.91,51.62,22.11,2
351,11.06,16.87,12.03,53.62,22.05,2
353,9.69,16.87,12.07,55.62,16.77,4
355,11.37,16.87,12.28,57.62,19.87,4
357,13.64,19.20,13.41,59.62,21.73,4
359,7.40,18.95,9.74,38.79,21.65,4
361,6.23,18.95,7.26,21.37,21.97,4
363,5.97,18.95,6.61,23.37,21.76,2
365,5.94,18.95,7.47,25.37,23.75,2
367,5.74,18.95,7.35,27.37,22.96,2
369,5.85,18.95,6.31,29.37,22.11,2
371,5.99,18.95,6.95,31.37,24.90,2
373,7.07,18.95,7.78,33.37,25.56,7
375,7.02,18.95,8.62,35.37,28.56,7
377,7.39,18.92,9.59,37.37,35.13,7
379,6.61,15.37,6.05,26.48,37.17,7
381,5.58,17.59,5.35,25.80,36.12,7
383,5.57,17.58,4.05,20.36,35.07,2
385,5.57,17.58,4.54,22.36,33.57,2
387,7.15,17.58,5.42,24.36,28.53,2
389,8.34,17.58,6.19,26.36,27.35,2
391,8.88,17.58,7.17,28.36,20.42,2
393,11.93,18.01,8.27,30.36,19.79,4
395,12.97,17.94,9.57,32.36,23.91,4
397,13.59,23.67,9.77,27.76,27.91,4
399,10.76,21.33,9.50,23.66,29.48,4
401,5.29,13.23,9.98,25.66,27.40,4
403,4.40,11.87,10.67,27.66,24.61,1
405,6.24,11.82,11.16,29.66,26.12,1
407,6.74,11.00,12.32,31.66,24.04,1
409,6.01,11.32,9.02,31.92,21.74,1
411,9.96,16.96,7.36,32.65,22.24,1
413,13.19,24.30,7.72,34.65,27.84,3
415,14.85,24.05,8.56,36.65,32.32,3
417,14.53,24.03,6.71,38.65,34.16,3
419,6.37,12.76,3.86,15.27,36.73,3
421,1.20,4.81,2.65,12.00,37.17,3
423,1.19,4.76,2.34,13.46,33.80,2
425,1.55,4.46,1.90,12.38,34.10,2
427,1.71,6.84,2.77,14.38,33.66,2
429,3.66,10.84,1.81,7.07,34.07,2
431,4.79,10.80,2.38,9.07,33.55,2
433,5.00,10.80,2.82,11.07,31.54,5
435,5.00,10.80,3.48,13.07,33.49,5
437,4.51,8.83,4.15,15.07,33.45,5
439,4.12,10.81,4.05,14.77,30.91,5
