time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,44.80
3,0.00,0.00,0.00,0.00,0.00,54.50
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,61.10
9,0.00,0.00,0.00,0.00,0.00,61.20
11,0.00,0.00,0.00,0.00,0.00,55.20
13,0.00,0.00,0.00,0.00,0.00,44.55
15,0.00,0.00,0.00,0.00,0.09,42.03
17,0.00,2.01,0.00,0.00,2.09,45.98
19,0.00,4.58,0.00,0.00,4.09,45.48
21,0.00,4.55,0.00,0.00,6.09,42.34
23,0.00,4.55,0.00,0.00,8.09,37.00
25,0.00,4.55,1.39,0.00,10.09,42.32
27,0.00,4.55,3.39,0.00,12.09,35.60
29,0.00,4.55,0.00,0.88,14.09,31.03
31,5.04,4.55,0.06,2.88,16.09,27.44
33,14.81,4.55,2.06,4.88,18.09,26.84
35,18.08,4.55,4.06,6.88,20.09,26.40
37,18.04,4.55,6.06,8.88,22.09,26.33
39,18.04,6.27,8.06,10.88,24.09,22.64
41,18.04,15.74,10.06,12.88,26.09,25.44
43,18.03,18.91,12.06,14.88,28.09,28.42
45,6.95,21.38,14.06,0.00,7.76,31.35
47,0.00,1.98,14.55,0.00,8.25,35.20
49,0.00,0.00,0.00,1.00,7.72,36.95
51,0.00,0.00,0.00,3.00,2.91,47.50
53,0.00,0.00,0.00,0.00,3.07,59.70
55,0.00,0.00,0.00,0.00,2.69,62.70
57,0.00,0.00,0.00,0.00,0.00,58.75
59,0.00,0.00,0.00,0.00,0.00,55.80
61,0.00,0.00,0.00,0.00,0.00,51.52
63,0.00,0.00,1.86,0.00,0.00,45.52
65,0.00,0.00,3.86,0.00,0.00,52.63
67,0.00,0.00,0.00,0.00,0.00,56.10
69,0.00,0.00,0.60,0.00,0.00,47.65
71,0.00,0.00,0.00,0.00,0.00,40.08
73,0.00,1.75,0.00,0.00,1.84,33.68
75,0.00,5.99,0.00,0.00,3.84,28.58
77,0.00,11.19,0.00,0.00,5.84,21.95
