time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,60.00
9,0.00,0.00,0.00,0.00,0.00,52.20
11,0.00,0.00,0.00,0.00,0.00,56.90
13,0.00,0.00,0.00,0.00,0.00,59.20
15,0.00,0.00,0.00,0.00,0.00,61.70
17,0.00,0.00,0.00,0.00,0.00,58.92
19,0.00,0.00,0.00,0.00,0.00,55.32
21,0.00,0.00,0.00,0.00,0.00,46.96
23,0.00,0.00,0.00,0.00,0.00,39.72
25,2.43,0.00,0.00,1.83,0.00,36.80
27,8.53,0.00,0.00,3.83,0.96,36.46
29,11.67,0.00,0.00,5.83,1.03,35.13
31,11.64,0.00,0.00,7.83,1.13,36.32
33,11.64,0.00,0.00,9.83,0.00,34.96
35,11.64,0.00,0.00,11.83,0.00,30.66
37,12.96,0.00,0.00,13.83,0.00,32.24
39,19.36,0.00,0.00,15.83,0.00,36.03
41,23.16,0.00,0.00,16.66,1.42,37.51
43,4.33,2.81,0.00,7.54,3.42,40.10
45,0.00,5.16,0.00,7.48,5.42,30.39
47,4.94,5.13,0.42,9.48,7.42,23.82
49,10.72,9.42,2.42,11.48,9.42,20.58
51,10.53,10.52,4.42,13.48,11.42,20.53
53,10.53,21.22,6.42,15.48,13.42,24.72
55,10.53,30.19,8.42,17.48,15.42,31.34
57,10.53,29.92,10.42,19.48,11.13,33.52
59,10.53,11.72,12.42,21.48,7.82,33.66
61,13.88,0.00,14.42,23.48,9.39,34.80
63,17.51,0.00,16.42,25.48,10.39,31.34
65,17.47,0.00,18.42,27.48,2.00,29.86
67,17.85,0.00,20.42,29.48,2.96,29.66
69,24.34,0.00,22.42,31.48,1.97,24.94
71,24.46,1.27,24.42,33.48,3.97,22.71
73,30.26,11.05,26.42,13.77,5.97,21.96
75,14.66,10.79,0.00,15.77,7.97,21.51
77,0.00,10.79,0.00,10.91,9.97,20.62
79,0.00,10.79,0.00,8.37,11.97,20.66
81,0.00,10.79,0.00,7.50,13.97,18.10
83,0.00,10.79,0.00,3.79,15.97,15.00
85,1.01,10.79,0.00,4.30,17.97,29.18
87,4.54,7.76,0.00,6.30,19.97,41.13
89,4.45,0.00,0.00,8.30,19.43,42.43
91,4.45,0.00,0.00,10.30,0.00,45.65
93,4.45,0.00,0.00,12.30,0.00,43.80
95,4.45,0.00,0.00,14.30,0.00,41.20
97,4.45,0.00,0.00,16.30,0.00,36.77
99,9.52,0.00,0.00,18.30,0.00,34.89
101,9.80,2.90,0.00,20.30,2.00,34.53
103,9.80,5.36,0.00,22.30,4.00,29.30
105,14.14,5.33,0.00,24.30,6.00,24.36
107,16.66,6.05,0.00,26.30,8.00,18.76
109,20.07,11.85,0.00,28.30,10.00,17.56
111,22.48,11.67,0.00,30.30,12.00,15.97
113,30.26,11.67,0.37,32.30,14.00,13.29
115,38.17,11.67,2.37,34.30,16.00,12.34
117,47.02,11.67,4.37,21.87,18.00,12.37
119,47.98,11.67,6.37,16.34,20.00,11.09
121,47.82,11.67,8.37,13.12,22.00,12.91
123,4.68,11.67,10.37,10.06,24.00,12.01
125,1.90,11.67,9.19,12.06,26.00,14.02
127,11.19,11.67,11.19,14.06,28.00,11.33
129,18.21,11.67,13.19,16.06,30.00,8.19
131,24.59,15.45,15.19,18.06,32.00,17.28
133,24.40,17.61,17.19,20.06,34.00,22.71
135,24.40,17.56,19.19,22.06,36.00,24.80
137,24.40,5.02,21.19,24.06,30.48,22.92
139,24.78,0.00,23.19,26.06,14.33,25.99
141,31.44,0.00,25.19,28.06,0.00,31.27
143,31.25,0.00,27.19,30.06,0.00,33.36
145,31.24,0.00,29.19,6.69,1.28,30.19
147,13.76,1.55,31.69,8.69,3.28,28.91
149,0.00,8.87,25.51,10.69,5.28,25.41
151,0.00,11.89,0.00,12.69,7.28,17.90
153,2.56,17.13,0.00,6.81,9.28,10.65
