time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,0.00,46.50,1
5,0.00,0.00,0.00,0.00,0.00,54.13,1
7,0.00,0.00,0.00,0.00,0.00,60.17,1
9,0.00,0.00,0.00,0.00,0.00,56.08,1
11,0.00,0.00,0.00,0.00,0.00,54.56,1
13,0.00,0.00,0.00,0.00,0.00,53.35,1
15,0.00,0.00,0.00,0.00,0.00,47.80,1
17,0.00,0.00,0.07,0.13,0.86,40.20,1
19,0.37,1.47,0.33,0.48,2.86,42.18,1
21,1.77,7.07,0.80,1.14,4.86,42.58,1
23,3.10,12.41,1.36,1.94,6.86,41.57,3
25,3.08,12.31,2.03,2.94,8.86,36.14,3
27,3.27,12.31,2.67,3.90,10.86,33.77,3
29,3.77,15.07,1.73,2.01,11.11,27.47,3
31,6.23,18.70,2.12,2.50,13.11,19.80,3
33,7.15,18.65,2.63,3.22,15.11,10.94,3
35,7.51,18.65,3.46,4.44,17.11,8.19,3
37,9.26,18.65,4.19,5.35,19.11,17.07,3
39,11.41,18.65,5.02,6.45,21.11,22.40,2
41,11.37,18.65,5.85,7.55,23.11,28.17,2
43,11.37,18.65,6.69,8.65,25.11,33.26,2
45,11.36,18.64,7.52,9.75,27.11,32.91,2
47,8.94,11.30,5.93,9.40,27.68,35.29,2
49,6.70,11.30,5.87,9.05,20.56,34.47,2
51,7.61,13.57,4.82,7.01,20.60,32.40,2
53,8.24,16.07,5.12,7.35,22.60,27.46,2
55,8.23,16.05,5.78,8.33,24.60,23.07,2
57,9.93,22.87,6.27,8.84,26.60,19.20,2
59,11.49,29.10,6.95,9.66,28.60,16.15,2
61,12.42,28.89,7.84,10.85,30.60,17.04,2
63,13.11,28.89,8.37,11.41,32.60,19.40,4
65,13.10,28.89,9.32,12.58,34.60,21.69,4
67,13.08,28.89,9.89,13.01,36.60,27.92,4
69,11.76,28.89,10.40,13.33,38.60,32.62,4
71,10.02,34.09,8.18,12.40,40.60,36.52,4
73,9.46,33.55,5.40,6.99,22.36,35.58,4
75,8.43,29.44,4.34,4.50,19.81,32.17,4
77,4.06,11.95,4.92,5.05,21.81,28.11,4
79,5.87,18.59,5.59,5.65,23.81,23.74,1
81,9.35,31.25,6.44,6.41,25.81,23.13,1
83,11.94,35.57,7.44,7.41,27.81,26.26,1
85,12.86,36.80,8.45,8.42,29.81,26.21,1
87,14.47,36.78,7.45,8.22,30.98,26.92,1
89,14.41,36.54,6.13,4.85,25.40,27.17,1
91,7.23,11.08,5.28,4.54,27.40,22.65,1
93,7.04,11.92,6.02,5.07,29.40,22.54,1
95,8.09,11.92,6.66,5.42,31.40,25.72,1
97,9.60,15.41,6.23,3.84,33.40,28.77,1
99,11.78,18.23,7.10,4.61,35.40,27.76,1
101,11.75,18.09,8.10,5.61,37.40,25.41,1
103,11.75,18.09,9.17,6.74,39.40,21.38,3
105,11.75,18.09,9.67,6.83,41.40,17.93,3
107,11.75,18.09,10.84,8.13,43.40,14.94,3
109,11.24,18.09,12.51,9.93,45.40,14.09,3
111,10.32,18.09,12.47,10.70,31.72,20.09,3
113,10.08,18.09,10.57,9.43,33.72,20.66,2
115,10.08,18.09,11.62,10.67,35.72,21.65,2
117,10.18,18.20,12.78,11.97,37.72,23.99,2
119,10.16,18.16,13.95,13.27,39.72,25.04,2
121,10.04,23.85,11.51,12.40,36.18,25.48,2
123,10.24,24.64,12.34,13.41,38.18,24.19,2
