time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,43.60,1
3,0.00,0.00,0.00,0.00,51.33,4
5,0.00,0.00,0.00,0.00,55.50,4
7,0.00,0.00,0.00,0.00,59.40,4
9,0.00,0.00,0.00,0.00,61.47,4
11,0.00,0.00,0.00,0.00,60.43,4
13,0.00,0.00,0.00,0.00,56.66,4
15,0.00,0.00,0.00,0.00,51.95,2
17,0.00,0.00,0.20,1.06,45.06,2
19,1.59,3.47,0.51,3.06,38.24,2
21,2.83,5.31,1.09,5.06,36.35,2
23,2.83,11.12,1.72,7.06,34.06,3
25,3.13,11.39,1.66,6.34,29.31,3
27,6.61,17.87,1.77,8.34,25.16,3
29,7.49,18.29,2.84,10.34,27.84,3
31,10.18,25.34,4.13,12.34,31.09,3
33,9.83,23.57,5.13,12.57,36.41,1
35,5.61,11.64,5.53,11.88,35.22,1
37,5.99,13.28,5.74,13.88,36.57,1
39,8.21,19.69,6.87,15.88,34.71,1
41,10.21,23.20,6.05,16.67,31.34,3
43,5.21,12.24,5.56,15.06,26.41,3
45,8.35,16.72,6.54,17.06,21.45,3
47,10.35,20.14,7.85,19.06,22.52,3
49,13.28,24.03,7.38,19.42,24.94,3
51,8.19,16.02,7.21,21.42,24.66,3
53,7.90,15.99,8.00,23.42,23.88,3
55,7.99,15.99,8.09,25.42,28.65,3
57,8.20,16.94,8.88,27.42,30.25,3
59,8.31,17.40,9.86,29.42,29.06,3
61,9.06,17.40,10.86,31.42,28.88,3
63,10.35,17.51,12.26,33.42,28.91,1
65,11.35,17.47,13.42,35.42,27.67,1
67,11.78,19.30,14.62,37.42,25.22,1
69,13.07,24.21,16.15,39.42,22.88,1
71,14.79,26.41,17.68,41.42,22.56,1
73,13.23,30.19,15.38,43.42,21.66,1
75,9.43,17.40,15.64,45.42,22.35,1
77,12.83,23.28,16.29,47.42,21.87,1
79,14.03,23.64,16.82,49.42,20.42,1
81,14.55,23.64,17.12,51.42,21.05,4
83,15.13,25.98,17.85,53.42,20.19,4
85,16.36,29.81,19.15,55.42,21.63,4
87,16.77,29.75,20.87,57.42,22.45,4
89,17.73,29.75,19.91,59.13,22.64,2
91,18.08,24.93,19.79,61.13,24.29,2
93,19.13,24.92,19.57,63.13,25.04,2
95,19.45,25.62,21.19,65.13,24.69,2
97,19.66,31.27,18.30,51.89,22.94,3
99,20.01,35.87,19.75,52.43,21.90,3
101,18.48,42.47,17.08,33.99,21.46,3
103,20.57,43.37,18.34,35.99,20.03,3
105,20.92,46.70,19.25,35.45,20.20,3
107,24.03,49.03,15.86,32.56,18.89,1
109,26.94,48.90,16.36,34.56,19.15,1
111,28.52,43.44,16.49,36.56,16.25,1
113,32.48,51.72,17.31,38.56,14.38,1
115,35.76,56.94,18.92,40.56,13.34,1
117,39.60,63.44,18.33,42.56,14.93,1
119,40.54,63.25,18.43,44.56,15.74,1
121,42.92,63.25,17.96,46.56,14.72,1
123,35.16,62.82,18.39,48.56,16.07,1
125,22.64,49.94,19.94,50.56,16.65,4
127,22.64,49.94,19.03,52.56,16.72,4
129,22.82,50.68,18.79,54.56,16.60,4
131,25.57,56.73,19.45,56.56,17.44,4
133,28.31,56.56,18.15,49.89,20.67,4
135,31.66,56.56,17.23,40.24,20.54,4
137,31.73,56.56,18.32,42.24,18.66,3
139,30.47,50.50,19.59,44.24,17.56,3
141,25.21,48.09,20.45,46.24,16.26,3
143,27.26,54.94,22.12,48.24,17.26,3
145,29.03,62.26,21.11,50.24,15.44,3
147,31.78,65.94,21.89,52.24,13.32,3
149,34.01,65.87,21.58,54.24,10.89,2
151,35.68,65.87,21.74,56.24,9.03,2
153,38.59,65.72,22.53,58.24,8.45,2
155,41.52,72.38,24.01,60.24,10.22,2
157,41.95,70.33,23.82,59.57,12.38,2
159,30.71,37.00,21.76,46.05,14.35,1
161,24.62,41.32,21.09,44.66,13.50,1
163,26.25,43.73,20.92,45.39,12.23,1
165,31.16,55.55,22.62,47.39,13.42,1
167,32.71,61.35,24.32,49.39,13.22,1
169,32.62,61.27,24.85,51.39,12.94,1
171,29.34,61.27,25.16,53.39,12.58,1
173,30.77,61.27,26.22,55.39,15.87,1
175,33.00,61.26,24.99,57.39,18.16,1
177,27.13,37.73,26.24,59.39,21.38,4
179,27.52,37.72,25.41,61.39,21.72,4
181,28.54,37.72,25.33,63.39,20.75,4
183,29.98,40.42,26.82,65.39,20.95,4
185,31.77,47.58,28.18,65.04,18.18,3
187,33.70,47.51,29.56,65.02,15.62,3
189,39.35,50.79,29.55,58.47,15.40,3
191,44.57,62.70,31.26,60.47,12.71,3
193,46.51,77.62,30.59,62.47,10.74,3
