time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.69
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.35
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.30
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.10
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.38
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.70
15,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.38,0.49,1.15,38.71
17,0.00,0.26,0.13,0.26,0.00,0.00,0.53,0.18,0.23,0.53,40.61
19,0.00,4.61,2.31,4.61,0.00,0.00,2.53,0.84,1.08,2.53,41.93
21,0.00,4.40,2.20,4.40,0.00,0.00,4.53,1.51,1.94,4.53,39.88
23,0.00,4.40,2.20,4.40,0.00,0.66,6.53,2.40,2.89,6.53,45.00
25,0.00,4.40,2.20,4.40,0.00,0.00,8.53,2.84,3.65,8.53,42.25
27,0.00,4.31,2.15,4.31,0.00,0.05,10.53,3.53,4.52,10.53,56.45
29,0.00,0.00,0.00,0.00,0.00,0.00,12.53,4.18,5.37,12.53,51.38
31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.35
33,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.08,0.11,0.25,42.26
35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.52
37,4.64,0.00,2.32,4.64,1.44,0.00,0.00,0.48,0.62,1.44,35.15
39,7.30,0.00,3.65,7.30,3.44,0.00,0.00,1.15,1.47,3.44,30.18
41,11.28,0.00,5.64,11.28,5.44,0.00,1.16,2.20,2.83,5.44,25.58
43,11.21,0.00,5.61,11.21,7.44,0.00,0.00,2.48,3.19,7.44,20.74
45,15.91,0.00,7.96,15.91,9.44,1.65,0.00,3.70,4.28,9.44,13.10
47,17.59,0.00,8.79,17.59,11.44,3.65,0.00,5.03,5.42,11.44,5.50
49,17.58,4.48,11.03,17.58,13.44,5.65,1.48,6.86,7.20,13.44,1.61
51,17.58,7.44,12.51,17.58,15.44,7.65,3.48,8.86,9.20,15.44,0.11
53,17.58,11.75,14.67,17.58,17.44,9.65,5.48,10.86,11.20,17.44,0.00
55,17.58,11.67,14.62,17.58,19.44,11.65,7.48,12.86,13.20,19.44,0.00
57,17.58,11.67,14.62,17.58,21.44,13.65,9.48,14.86,15.20,21.44,1.33
59,17.55,11.67,14.61,17.55,23.44,15.65,11.48,16.86,17.20,23.44,4.03
61,5.84,11.67,8.75,11.67,22.32,17.65,13.48,17.82,17.86,22.32,13.32
63,0.52,11.67,6.09,11.67,0.00,19.65,15.48,11.71,9.44,19.65,26.27
65,4.54,11.67,8.10,11.67,0.00,21.65,17.48,13.04,10.58,21.65,32.75
67,4.35,11.67,8.01,11.67,0.00,23.65,19.48,14.38,11.73,23.65,36.29
69,3.47,11.67,7.57,11.67,0.00,25.65,21.48,15.71,12.87,25.65,36.12
71,0.00,11.67,5.83,11.67,0.00,27.65,23.48,17.04,14.01,27.65,27.82
73,0.00,11.67,5.83,11.67,1.28,0.00,25.48,8.92,11.47,25.48,26.32
75,0.00,13.19,6.60,13.19,0.00,0.00,27.48,9.16,11.78,27.48,25.55
77,0.00,18.73,9.36,18.73,1.61,0.00,29.48,10.36,13.32,29.48,30.16
79,0.00,18.61,9.31,18.61,1.65,0.00,31.48,11.04,14.20,31.48,31.90
81,0.00,18.61,9.31,18.61,1.76,0.00,33.48,11.75,15.10,33.48,32.90
83,0.00,18.61,9.31,18.61,0.00,0.00,35.48,11.83,15.21,35.48,34.12
85,0.00,18.61,9.31,18.61,0.00,0.00,37.48,12.49,16.06,37.48,25.78
87,2.80,18.61,10.71,18.61,0.20,0.00,39.48,13.23,17.01,39.48,18.20
89,10.20,22.96,16.58,22.96,2.20,0.00,41.48,14.56,18.72,41.48,19.80
91,11.27,35.28,23.27,35.28,4.20,0.02,40.96,15.06,19.36,40.96,22.86
93,11.27,45.67,28.47,45.67,6.20,2.02,19.39,9.20,11.26,19.39,23.71
95,11.27,54.59,32.93,54.59,8.20,4.02,7.88,6.70,7.47,8.20,22.03
97,11.27,55.97,33.62,55.97,10.20,6.02,8.20,8.14,8.75,10.20,18.71
99,11.27,36.94,24.10,36.94,12.20,8.02,8.42,9.55,9.98,12.20,10.47
