time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,43.10
3,0.00,0.00,0.00,0.00,0.00,52.30
5,0.00,0.00,0.00,0.00,0.00,61.30
7,0.00,0.00,0.00,0.00,0.00,63.40
9,0.00,0.00,0.00,0.00,0.00,63.40
11,0.00,0.00,0.00,0.00,0.00,54.85
13,0.00,0.00,0.00,0.00,0.00,47.35
15,0.00,0.00,0.00,0.00,0.00,42.47
17,0.00,0.00,0.00,0.00,0.64,61.00
19,0.00,0.00,0.00,0.00,2.64,58.70
21,0.00,0.00,0.00,0.00,0.00,50.03
23,0.00,0.00,0.00,0.00,0.00,44.23
25,0.00,0.00,0.00,0.73,0.00,50.30
27,0.00,0.00,0.00,2.73,0.00,43.25
29,0.00,0.00,0.00,0.00,0.00,29.90
31,1.10,0.00,1.92,0.00,0.00,41.85
33,0.00,0.00,3.92,0.00,0.00,38.30
35,0.00,0.00,0.00,0.00,0.00,32.95
37,5.55,0.00,0.72,0.00,0.00,41.37
39,10.67,0.00,2.72,0.00,0.00,40.73
41,10.65,0.00,4.72,0.00,0.00,33.77
43,7.68,0.00,6.72,0.00,0.00,41.00
45,0.00,0.00,8.72,0.00,0.00,35.65
47,0.00,0.00,1.39,0.00,0.00,42.25
49,0.00,0.00,0.00,0.00,0.00,41.30
51,0.00,0.00,0.00,1.55,0.00,41.93
53,4.51,0.00,0.00,3.55,0.00,40.93
55,5.66,0.00,0.00,5.55,0.00,39.00
57,5.66,0.00,0.00,7.55,0.00,38.40
59,5.66,0.00,0.00,9.55,0.00,30.73
61,5.57,0.00,0.00,11.55,0.00,35.17
63,0.24,0.00,0.72,13.55,0.00,45.02
65,0.00,0.00,2.72,1.67,0.00,53.87
67,0.00,0.00,0.00,3.67,0.00,53.87
69,0.00,0.00,0.00,0.00,0.00,57.40
71,0.00,0.00,0.00,1.15,0.00,55.80
73,0.00,0.00,0.00,0.00,0.00,49.57
75,0.00,0.00,0.00,0.00,0.00,40.10
77,0.00,0.00,0.32,0.07,0.00,38.65
79,0.29,0.00,0.00,2.07,0.00,35.27
81,5.16,0.00,0.00,4.07,0.00,32.67
83,4.95,0.00,0.00,6.07,0.00,39.13
85,4.95,0.00,0.00,8.07,0.36,40.43
87,4.95,0.00,0.00,10.07,0.00,42.23
89,4.95,0.00,0.00,12.07,0.00,38.88
91,4.95,0.00,0.00,14.07,0.00,31.97
93,4.95,0.00,0.00,16.07,0.00,23.98
95,11.30,0.00,1.53,18.07,0.00,15.05
97,11.70,0.00,3.53,20.07,0.00,16.96
99,17.50,0.00,5.53,22.07,0.00,14.74
101,17.95,0.00,7.53,24.07,0.00,15.47
103,23.92,0.00,9.53,26.07,0.00,20.62
105,21.10,0.00,11.53,4.52,0.00,34.25
107,0.00,0.00,9.47,6.52,0.00,37.60
109,1.18,0.00,0.00,8.52,0.00,29.27
111,5.40,0.00,0.21,10.52,0.00,22.73
113,9.28,0.00,2.21,12.52,0.00,18.83
115,12.15,0.00,4.21,14.52,0.00,23.65
117,12.14,0.00,6.21,16.52,0.00,19.48
119,12.14,0.00,8.21,18.52,0.95,24.40
121,12.14,4.04,10.21,20.52,2.95,30.03
123,12.14,4.73,12.21,22.52,4.95,27.27
125,12.14,4.73,14.21,24.52,6.95,28.83
127,12.14,4.73,16.21,26.52,8.95,29.23
129,14.83,4.73,18.21,28.52,10.95,29.99
131,19.28,4.73,20.21,30.52,12.95,30.30
133,9.25,4.73,22.21,1.65,14.95,32.24
135,0.00,4.73,8.68,3.65,16.95,35.66
137,0.00,4.73,0.00,5.65,18.95,34.76
139,0.85,5.12,0.00,4.93,20.95,26.99
141,5.14,11.76,0.00,6.93,22.95,23.01
143,5.03,19.36,0.00,8.93,24.95,19.60
145,5.03,25.47,0.00,10.93,26.95,16.07
147,5.03,25.29,0.00,12.93,28.95,13.06
149,5.03,26.40,0.00,14.93,30.95,6.86
151,5.03,32.09,0.00,16.93,32.95,6.33
153,9.91,31.95,0.00,18.93,34.95,6.66
155,16.03,31.95,1.56,20.93,36.95,10.65
157,17.71,31.95,3.56,22.93,19.69,16.30
159,17.70,20.44,5.56,24.93,18.64,15.38
161,17.70,0.00,7.56,26.93,17.36,12.42
163,17.65,5.92,9.56,28.93,19.36,10.55
165,5.04,12.51,11.56,15.66,21.36,8.20
167,0.00,12.27,13.56,1.80,23.36,3.57
169,0.64,12.27,0.00,3.80,25.36,0.30
171,5.75,12.27,0.00,5.80,27.36,10.93
173,5.59,12.27,0.00,7.80,29.36,13.25
175,5.59,12.27,0.00,9.80,31.36,14.72
177,5.59,12.27,0.00,11.80,33.36,24.24
179,5.59,12.27,0.00,13.80,35.36,24.14
181,5.59,12.27,0.00,15.80,37.36,25.80
183,5.59,8.91,0.00,17.80,39.36,24.70
185,5.59,0.00,0.00,19.80,35.67,18.80
187,8.25,0.00,1.41,21.80,0.00,14.63
189,12.61,0.00,3.41,23.80,0.00,0.00
191,12.54,0.00,5.41,25.80,1.19,0.00
193,12.54,0.00,7.41,27.80,0.00,3.00
195,10.90,0.00,9.41,29.80,0.00,18.60
197,0.00,0.00,11.41,0.00,0.00,60.00
199,0.00,0.00,0.00,0.00,0.00,46.50
201,0.00,0.00,0.00,0.00,0.00,56.10
203,0.00,0.00,0.00,0.00,0.00,61.50
205,0.00,0.00,0.00,0.00,0.00,59.50
207,0.00,0.00,0.00,0.00,0.00,59.90
209,0.00,0.00,0.00,0.00,0.00,53.80
211,0.00,0.00,0.00,0.00,0.00,46.30
213,0.00,0.00,0.00,0.00,0.00,55.90
