time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,52.40,1
5,0.00,0.00,0.00,0.00,56.27,1
7,0.00,0.00,0.00,0.00,56.48,1
9,0.00,0.00,0.00,0.00,57.76,5
11,0.00,0.00,0.00,0.00,60.80,5
13,0.00,0.00,0.00,0.00,60.89,5
15,0.00,0.00,0.05,0.51,57.70,5
17,0.00,0.00,0.00,0.04,51.11,5
19,0.00,0.00,0.08,0.50,42.13,6
21,0.78,3.10,0.52,2.50,35.16,6
23,1.62,4.76,0.95,4.50,28.89,6
25,2.08,4.75,1.49,6.50,36.08,6
27,1.19,4.75,1.33,8.50,39.42,2
29,1.19,4.75,1.82,10.50,39.97,2
31,1.19,4.75,1.93,12.50,40.03,2
33,1.17,4.67,1.99,14.50,42.57,2
35,1.19,4.75,2.18,16.50,41.38,8
37,1.19,4.74,0.71,4.95,36.37,8
39,4.06,11.49,1.34,6.95,32.76,8
41,3.90,10.92,1.91,8.95,42.66,8
43,2.78,10.92,2.07,10.95,42.35,8
45,3.96,10.92,2.02,12.95,44.92,8
47,4.02,10.92,2.51,14.95,44.19,1
49,4.02,10.92,2.88,16.95,40.05,1
51,4.02,10.92,3.30,18.95,37.58,1
53,3.98,10.84,3.73,20.95,42.58,1
55,0.18,0.51,4.16,22.95,35.25,6
57,0.00,0.00,1.08,6.74,26.18,6
59,2.00,6.31,0.78,5.19,18.63,6
61,4.09,11.40,1.45,7.19,26.36,6
63,2.88,11.31,2.16,9.19,29.53,5
65,3.06,11.31,2.01,11.19,32.83,5
67,3.15,11.31,2.65,13.19,31.73,5
69,2.83,11.31,3.30,15.19,41.60,5
71,2.05,8.19,3.14,17.19,47.20,8
73,1.43,5.72,1.59,13.71,36.96,8
75,1.37,5.47,0.19,5.29,24.60,8
77,1.58,5.37,0.52,7.29,31.68,8
79,2.21,5.80,1.02,9.29,41.86,6
81,2.59,5.66,1.25,5.68,43.19,6
83,2.58,5.66,1.55,7.68,42.57,6
85,2.57,5.66,2.00,9.68,49.34,6
87,1.47,5.66,2.50,11.68,44.44,1
89,1.42,5.66,1.47,13.68,38.67,1
91,1.90,7.60,1.77,15.68,33.37,1
93,2.96,11.56,2.48,17.68,30.25,1
95,3.91,7.87,3.13,19.68,31.98,2
97,3.28,10.75,1.66,6.83,26.63,2
99,4.99,10.73,1.49,7.74,26.30,2
101,7.03,12.51,2.28,9.74,28.19,2
103,7.69,17.30,2.86,9.13,28.26,6
105,3.85,10.23,2.63,11.13,30.66,6
107,1.29,5.16,1.68,7.43,29.30,6
109,1.15,4.61,1.52,9.43,32.42,6
111,0.00,0.00,1.77,11.43,35.80,5
113,0.00,0.00,0.52,3.31,41.67,5
115,0.42,1.68,0.38,3.50,42.80,5
117,1.24,4.97,0.59,5.50,51.22,5
119,0.05,0.21,0.80,7.50,53.05,5
121,0.00,0.00,0.32,3.01,58.66,5
123,0.00,0.00,0.00,0.00,55.49,5
125,0.00,0.00,0.00,0.00,53.27,5
127,0.00,0.00,0.00,0.00,50.42,3
129,0.00,0.00,0.19,0.91,50.97,3
131,0.00,0.00,0.03,0.80,45.35,3
133,0.32,1.29,0.21,1.98,30.20,3
135,1.14,4.56,0.54,3.98,23.80,1
137,2.88,4.87,1.27,5.98,22.31,1
